content,_id,like_counts,ip_location,created_at,total_number,user_name,gender,content_length
食品安全也不落实到位,5094935036694884,1,四川,Tue Oct 29 22:03:55 +0800 2024,0,丁慧兰1226,f,10
经济基础是一方面，女性安全更重要。(家暴，私生子的继承权等女性在社会在婚姻中的安全),5094935030138750,1,广东,Tue Oct 29 22:03:53 +0800 2024,0,吃吃吃呀呀呀,f,42
我现在还没下班，养个毛线孩子,5094934598387551,1,内蒙古,Tue Oct 29 22:02:10 +0800 2024,0,谜之大迷毛,f,14
太卷，为了挣钱工作已经很累。无力再扶养孩子结婚了。根本就没有意识和解决根本问题,5094933616923129,1,上海,Tue Oct 29 21:58:16 +0800 2024,0,火炒花生,m,39
先让公司每个月不要追我业绩，让我能心情愉快的度过一天并且准时下班，才有可能去谈恋爱再结婚再生孩子,5094933075073469,1,广东,Tue Oct 29 21:56:07 +0800 2024,0,只怪JY太迷人,f,48
[doge]先把结婚率拉上去吧，一天天的就知道生,5094933071925382,2,浙江,Tue Oct 29 21:56:06 +0800 2024,0,声乔越听,f,24
虽然有生育奖励，但是后期养孩子费用投入更多，所以不考虑二胎,5094932347880477,1,重庆,Tue Oct 29 21:53:13 +0800 2024,0,喜欢街拍的AD,m,29
当年我爸妈为了生我，东躲西藏，唉,5094932306200963,1,四川,Tue Oct 29 21:53:04 +0800 2024,0,紫花地丁g,f,16
房价医疗教育三座大山，还生,5094932228608646,1,山西,Tue Oct 29 21:52:45 +0800 2024,0,为你写诗Sean,m,13
主要是没人带娃[泪],5094931658442453,0,北京,Tue Oct 29 21:50:29 +0800 2024,0,AFFFFFFISH575,m,10
牙齿 眼镜 能报社保吗,5094928257124929,1,四川,Tue Oct 29 21:36:58 +0800 2024,0,万--丁,f,11
就生1娃足够,5094927813836802,0,浙江,Tue Oct 29 21:35:12 +0800 2024,0,雪影夜凝,f,6
没钱不敢生,5094927300297630,0,山东,Tue Oct 29 21:33:10 +0800 2024,0,iceberg0929777,f,5
不生怎么满足繁衍欲？,5094925853262956,0,安徽,Tue Oct 29 21:27:25 +0800 2024,0,哗哗浪子,f,10
普及高中，我生,5094925742113907,0,湖南,Tue Oct 29 21:26:58 +0800 2024,0,没想好空荡荡1573,m,7
先把我的育儿假补上，可以吗？,5094925051627596,0,青海,Tue Oct 29 21:24:14 +0800 2024,0,喜欢你-_-旭日清晨,f,14
说了又没说？想问实质性的好处在哪里？,5094924008297733,0,江西,Tue Oct 29 21:20:05 +0800 2024,0,小圆子圆子小,f,18
想彻底推行还是有难度的，就单说企业这方面就不太好配合,5094923810636217,0,陕西,Tue Oct 29 21:19:17 +0800 2024,0,xiah小俊,f,26
既然注定是牛马，何必再生小牛马来吃苦,5094923061953954,2,上海,Tue Oct 29 21:16:20 +0800 2024,0,Cross喵柒柒,f,18
给100万都生不起，别说1万了。,5094922758391920,1,内蒙古,Tue Oct 29 21:15:07 +0800 2024,0,Lemon_zh,f,16
我就很奇怪 每天四五点钟就开始下班高峰堵车了，怎么好单位这么多的也不生吗？,5094922589836452,1,北京,Tue Oct 29 21:14:27 +0800 2024,0,Dear-猫九姑娘,f,37
学区房是关键问题[裂开]上学划分必须有房子才能上，不然只能上村里的学校，教学质量和环境根本不在一个档次[裂开]哪来的钱买房子,5094920668842302,1,山东,Tue Oct 29 21:06:49 +0800 2024,0,-Shen小鱼,f,62
生育奖励住房或者半价，然后恢复以前的那种托儿所幼儿园只收取伙食费，从根本上解决生育压力,5094919446202709,1,山西,Tue Oct 29 21:01:57 +0800 2024,0,用户散散扇扇,f,43
一孩才是关键！,5094918009130921,1,福建,Tue Oct 29 20:56:15 +0800 2024,0,猎夫-托耳师太,m,7
点了//@端木广山: 当初的宣传的好：少生优生幸福一生//@azure97:专家就是不肯睁开眼看看很多人一天12小时都在上班和上下班路上，剩下一点点自己时间还要吃饭清理处理个人事情，就问哪里有时间生孩子带孩子,5094917683023632,0,河南,Tue Oct 29 20:54:57 +0800 2024,0,小金想暂时换一个名字,f,104
少生优生 幸福一生。印象深刻呀不过真的 生的少一点 压力蛮小的,5094916890299225,0,浙江,Tue Oct 29 20:51:48 +0800 2024,0,青黄红绿橙澄澄,f,31
学区房劝退,5094914754351297,0,陕西,Tue Oct 29 20:43:19 +0800 2024,0,一坨肥神,m,5
怀得上也要国家帮忙是吧？,5094913525418189,0,浙江,Tue Oct 29 20:38:26 +0800 2024,0,Leof2019,m,12
这哪里是生孩子呀，这是生GDP呀[蜡烛][蜡烛][蜡烛],5094911122345383,0,江苏,Tue Oct 29 20:28:53 +0800 2024,0,吳想天,m,28
牛马还有时间啪啪啪？,5094911009097644,1,湖北,Tue Oct 29 20:28:26 +0800 2024,0,LZ顺顺利利,m,10
先把教育整顿一下吧[微笑],5094909197947592,1,湖南,Tue Oct 29 20:21:14 +0800 2024,0,寡言九木,f,13
房子，学校联系好,5094908977219270,0,辽宁,Tue Oct 29 20:20:21 +0800 2024,0,自己的陷阱,f,8
没有那啥了  谁来干活,5094907006162621,0,上海,Tue Oct 29 20:12:32 +0800 2024,0,渣浪思荃家,m,11
越生越少[good],5094906086031439,1,江苏,Tue Oct 29 20:08:51 +0800 2024,0,A无名征探,m,10
白交了，没用上,5094903837887263,0,上海,Tue Oct 29 19:59:56 +0800 2024,0,上火的小龙虾,f,7
课代表，省流总结一下,5094903501292004,0,浙江,Tue Oct 29 19:58:35 +0800 2024,0,小南北Gavin,m,10
我们期待期待,5094903147136561,1,辽宁,Tue Oct 29 19:57:11 +0800 2024,0,年轮-1206,m,6
反正80后什么也赶不上[doge],5094900434993819,0,山东,Tue Oct 29 19:46:24 +0800 2024,0,清辉有晨耀,m,17
怀得上肯定没问题，只是后面的几项现在都难办[笑cry][笑cry][笑cry],5094898161682949,0,广东,Tue Oct 29 19:37:23 +0800 2024,0,不求文火,m,39
送房吗[喵喵],5094896576233809,0,江苏,Tue Oct 29 19:31:04 +0800 2024,0,熟路易忘,m,7
不生，然后45-55结婚,5094894517621363,1,广东,Tue Oct 29 19:22:54 +0800 2024,0,------yo--,f,12
学区房就是制造贫富差距的根本，教育公平才是问题所在,5094894427442202,0,江苏,Tue Oct 29 19:22:33 +0800 2024,0,5078078404_431,m,25
每个城市有多少多动症儿童统计过吗？,5094893783354081,0,山东,Tue Oct 29 19:19:59 +0800 2024,0,田田小姐_,f,17
先帮我买好房,5094893540871434,1,上海,Tue Oct 29 19:19:01 +0800 2024,1,筑梦首席指导,f,6
我们生完的有的补回来吗,5094892401332377,0,江苏,Tue Oct 29 19:14:30 +0800 2024,0,爱小凌凌,f,11
[心][心][心],5094891622763902,1,山东,Tue Oct 29 19:11:24 +0800 2024,0,幸福贝西,f,9
我有一计，保证奇效。假如二胎家庭2个小孩高考都各加10分，三胎家庭3个小孩都各加20分，一孩家庭高考不加分，三胎家庭马上大幅增加。同理中考等等。,5094890017133780,1,四川,Tue Oct 29 19:05:01 +0800 2024,0,Kilo1397,m,72
今年托班享受到普惠价格，希望明年小班可以免费或者惠普力度更大[嘻嘻],5094889562048585,0,上海,Tue Oct 29 19:03:13 +0800 2024,0,芭比小小妞,f,34
养娃不易[doge][doge][doge],5094889457193322,0,广东,Tue Oct 29 19:02:48 +0800 2024,0,唤风翎影USANA葆婴,f,22
少生优生幸福一生,5094889220210971,0,广东,Tue Oct 29 19:01:50 +0800 2024,0,许尚好,m,8
快快发力！！！让我看看有多诱惑！！！,5094888962262259,0,上海,Tue Oct 29 19:00:49 +0800 2024,0,疯狂的T豆子C,f,18
感觉生孩子不仅仅涉及到钱的问题。 生孩子，对于大多数情况普通人意味着：月光，家庭矛盾徒增，工作压力徒增，身体问题暴增。,5094888465502477,1,吉林,Tue Oct 29 18:58:51 +0800 2024,0,崬旻,m,59
对，赶紧都去生，多生几个。 毕竟，我得为我的养老金着想。,5094886766286945,0,广东,Tue Oct 29 18:52:06 +0800 2024,0,以后就叫简单,f,28
以前我生多一个罚几万十几万一线城市甚至几十万，除非现在能像以前罚款那样奖励[微笑],5094886560239791,0,四川,Tue Oct 29 18:51:17 +0800 2024,0,mckee·jjs,m,41
一次性奖励7000没用，每个月7000才能打动老百姓[微笑][微笑][微笑][微笑],5094885688351491,1,陕西,Tue Oct 29 18:47:49 +0800 2024,1,小王今天高兴吗,f,42
“预防大于治疗”  已经晚了，指望95后，00后生孩子，想啥了,5094880857031745,1,湖北,Tue Oct 29 18:28:37 +0800 2024,0,那个路口的,m,31
有没有课代表，能不能简单明了告诉我生育有啥福利？,5094880302599280,0,北京,Tue Oct 29 18:26:25 +0800 2024,1,小恶魔zero,f,24
先把食品安全过关才会考虑生[允悲]不然害小辈,5094879977802794,0,江苏,Tue Oct 29 18:25:07 +0800 2024,0,芳草碧连天_呀呀呀,f,22
让有钱人生,5094878093248519,1,河北,Tue Oct 29 18:17:38 +0800 2024,0,我系喵喵酱吖,m,5
哈哈哈哈哈大笑[二哈],5094877202744920,0,广东,Tue Oct 29 18:14:06 +0800 2024,0,师父儿师父儿,f,11
说了半天也没说什么政策,5094876246708359,0,上海,Tue Oct 29 18:10:18 +0800 2024,0,猴monkey开开心心每一天,f,11
7000块钱不够两个月的幼儿园学费,5094875638271649,0,陕西,Tue Oct 29 18:07:53 +0800 2024,0,我们的征途是星辰大海M_Q,f,17
独生子女家庭的承诺做到了吗,5094874959577405,0,广东,Tue Oct 29 18:05:10 +0800 2024,0,小肥妹的碎碎念,f,13
对象都难碰上个合适的 还生育😹[笑cry],5094874900333189,1,山东,Tue Oct 29 18:04:56 +0800 2024,0,涉川-ing,m,21
这不是钱的事，是对法律，对社会没信心,5094874569248928,1,泰国,Tue Oct 29 18:03:38 +0800 2024,0,懒货cindy,f,18
补贴的钱没用的，都有钱等于都没钱。,5094873067946840,1,浙江,Tue Oct 29 17:57:39 +0800 2024,0,心热的围观群众,m,17
补贴我一套学区房外加500万（请保姆带娃，奶粉啊，医疗啊，学费啊）,5094871314468676,1,江苏,Tue Oct 29 17:50:42 +0800 2024,0,耿先生123,m,33
[doge][doge][doge]有钱人生吧,5094870449919227,1,四川,Tue Oct 29 17:47:16 +0800 2024,0,囊个嫩个浪个喃,m,23
我才不信[二哈][二哈],5094868240829341,1,浙江,Tue Oct 29 17:38:29 +0800 2024,0,三言两语的红珊瑚,m,12
就想问什么时候落实？二胎怀孕中着急等待回答[允悲],5094867582322155,0,广东,Tue Oct 29 17:35:52 +0800 2024,0,MJ珺vvvvv,f,25
怕什么拖一拖，断一断，再等等,5094867164463924,0,云南,Tue Oct 29 17:34:13 +0800 2024,0,左青龙右白虎蟒蛇系腰间,m,14
挺好，继续装瞎，加油吧。[打call],5094866753162419,1,江苏,Tue Oct 29 17:32:34 +0800 2024,0,波要减肥哟,f,19
我怀孕了我有啥优待，说说看,5094866688150984,0,广东,Tue Oct 29 17:32:19 +0800 2024,0,欢欢好吗,f,13
没用，[裂开]隔靴搔痒[裂开]治标不治本。…太多人没工作了[裂开]身边，中年失业最致命,5094865209656839,1,广东,Tue Oct 29 17:26:26 +0800 2024,0,麻辣鱼的老巢,f,43
这辈子都不会要二胎,5094864977400029,0,北京,Tue Oct 29 17:25:31 +0800 2024,1,大强强的小楠楠,f,9
@名花有猪猪 组合拳[淡淡的],5094864893248196,0,山东,Tue Oct 29 17:25:11 +0800 2024,2,一只小果冻cc,f,15
都申请，都有，资本再提高，等于都没有[doge],5094863473216174,1,江苏,Tue Oct 29 17:19:32 +0800 2024,0,阿尔法的小猫,m,24
拿了生育津贴 上班还给单位 因为产假期间单位帮我交了五险一金,5094860165481294,0,辽宁,Tue Oct 29 17:06:24 +0800 2024,0,温双虎小问号,f,30
问了，说是二胎才有[doge],5094857009793968,1,湖北,Tue Oct 29 16:53:51 +0800 2024,0,五重生之极地大乱斗,m,15
[允悲]为时已晚,5094854656787225,0,广西,Tue Oct 29 16:44:30 +0800 2024,0,池塘边的玄武,f,8
不是钱的问题，啥时候减轻家长要投入的精力再说吧……,5095217598303668,0,浙江,Wed Oct 30 16:46:43 +0800 2024,0,海带带丝儿,f,25
我一胎儿子，倒是想二胎再生个女儿阿，可是看看自己两夫妻，上没有老人帮忙买菜做饭带娃接送上学，下两个人得一个人花时间在孩子家务上了，再两个人开店，养一个娃都没有一会儿空闲，也觉得经济压力大……又哪来勇气生二胎，何必苦了自己又苦了孩子呢,5094971919043307,0,浙江,Wed Oct 30 00:30:28 +0800 2024,0,风语祝,f,116
想把调休解决一下吧[笑cry],5094956781539164,0,甘肃,Tue Oct 29 23:30:19 +0800 2024,0,Lc_鹿畅,f,15
一孩不给的原因是啥[摊手],5094954422763546,0,广东,Tue Oct 29 23:20:56 +0800 2024,0,GUM13,f,13
[送花花]“买宝马减十元”,5094947730489810,0,北京,Tue Oct 29 22:54:20 +0800 2024,0,tiliya_nan,f,13
[淡淡的]又在嚯嚯钱了,5094934839563714,0,云南,Tue Oct 29 22:03:08 +0800 2024,0,大洋芋的薯片,m,11
#生育支持政策组合拳为何持续发力# 因为发力太晚了，许多还不落地，导致生育率急剧下降。#生育补贴#,5094929632068785,0,山东,Tue Oct 29 21:42:26 +0800 2024,0,陆锡鑫,m,49
应该给公司招聘育龄妇女社保补贴，只管生之后不管生之前[微笑],5094923484004366,0,北京,Tue Oct 29 21:17:59 +0800 2024,0,DingYu嘻,f,30
建议恢复当年的停薪留职啊,5094922730607566,0,四川,Tue Oct 29 21:15:01 +0800 2024,0,巴啦啦小魔仙重新织起来,f,12
[可爱]谁买房？//@jqm0532:先帮我买上学区房，再帮我把奶粉钱培训费托管费准备好，把社保不报销的大病商业医疗买好。,5094896158118049,0,上海,Tue Oct 29 19:29:25 +0800 2024,0,方之夫,m,61
打击超前消费我觉得会好点,5094888620166502,1,河南,Tue Oct 29 18:59:28 +0800 2024,0,快活滴,m,12
#生育支持政策组合拳为何持续发力#著名相声表演艺术家苏文茂先生说：你看，咱想到的，人家也想到了。马志存先生回复：是呀，人家没想到的，你一辈子也想不到呀。,5094883497083179,0,天津,Tue Oct 29 18:39:06 +0800 2024,0,霍小兵,m,76
别劝了别劝了,5094880693718987,0,福建,Tue Oct 29 18:27:58 +0800 2024,0,丁以琛,m,6
发钱和发文，他们选择了发文[挤眼],5095538336727409,1,天津,Thu Oct 31 14:01:12 +0800 2024,0,标点啊,m,17
儿孙自有儿孙福，没有儿孙我享福[笑cry],5095253911011593,1,山东,Wed Oct 30 19:10:59 +0800 2024,0,AndCounty-,m,21
要致富，先修路，少生孩子多种树,5095069384181960,1,云南,Wed Oct 30 06:57:46 +0800 2024,0,只踢屁股,m,15
直接发钱嘛  一个月随便三百五百都行 可以解决很大部分人的焦虑,5094957301632209,1,重庆,Tue Oct 29 23:32:23 +0800 2024,0,潇潇心爱,m,31
现在加班多严重知道吗？有时间？,5094951218057007,1,北京,Tue Oct 29 23:08:12 +0800 2024,0,灿晓宝,f,15
人工呼吸 心肺复苏 呼吸机 除颤仪能用的都给你用上，但就是不撒开掐着你脖子的手[笑cry],5094935435149393,1,黑龙江,Tue Oct 29 22:05:29 +0800 2024,0,阿一古ffff,m,45
香港ip有毒,5094927609890223,1,吉林,Tue Oct 29 21:34:24 +0800 2024,0,伊朗悍妇io,f,6
双休先落实了,5094927514208627,1,黑龙江,Tue Oct 29 21:34:01 +0800 2024,0,我的拉面说养乐多最好喝,m,6
可是，有很多很多人的工作是没有五险的，那么，她们还不是不能享津贴[二哈][二哈][二哈],5094910669884180,1,广西,Tue Oct 29 20:27:05 +0800 2024,0,清卿尘以,f,44
还是不知道问题出在哪是吧[裂开][裂开],5094908207565745,1,江苏,Tue Oct 29 20:17:18 +0800 2024,0,叶卡捷琳娜_,f,20
35+就裁员了，谁敢生,5094905929533564,1,北京,Tue Oct 29 20:08:15 +0800 2024,0,深山怪林老妖精,f,11
我是纯牛马！！,5094902526640942,1,江苏,Tue Oct 29 19:54:43 +0800 2024,1,Vin爱上羊的猪,f,7
就算给我一百万也不会生，除非给我一千万[比耶]可以考虑一下,5094902295695485,1,新疆,Tue Oct 29 19:53:48 +0800 2024,1,一心向清风,f,29
先把宝妈工作安排了,5094901341487809,1,江苏,Tue Oct 29 19:50:00 +0800 2024,0,夏日小风扇,f,9
有个儿子，特别想要女儿。但是两年前我算了一下养儿子花的钱，以及未来要花在他身上的钱，果断养了两只猫。然后发现还是养猫情绪价值高[允悲],5094900855472628,1,北京,Tue Oct 29 19:48:04 +0800 2024,0,别喊了檀健次在给孩子换尿布,f,67
把当年收拾超生的办法用来对付不生的人，效果肯定立竿见影,5094883029156947,1,江苏,Tue Oct 29 18:37:14 +0800 2024,0,wx滴滴香浓wx,m,27
普通公立幼儿园一学期的费用比大学一学期学费都贵......,5094865262875244,1,辽宁,Tue Oct 29 17:26:39 +0800 2024,0,拉钩钩100年不许变,f,29
@Limerence1,5094860731715897,1,山东,Tue Oct 29 17:08:39 +0800 2024,0,徐倩倩1994,f,11
强烈建议办理生育登记后，医保取消门诊额度，产检费用不占用门诊额度,5097021582872507,0,湖北,Mon Nov 04 16:15:06 +0800 2024,0,猫脚暗礁,f,32
不止一次的留连,5096882959550108,0,山西,Mon Nov 04 07:04:16 +0800 2024,0,梁来晓3,m,7
异地结婚建议翻2倍,5095971879128517,0,河南,Fri Nov 01 18:43:57 +0800 2024,0,丑叔365年,m,9
//@isee-thelight:让有钱人生，下辈子都是有钱人,5095279985951078,0,安徽,Wed Oct 30 20:54:36 +0800 2024,0,日出而作日落而息过午申不食,f,31
告诉你了是调生 听不懂？,5099896325538175,0,吉林,Tue Nov 12 14:38:17 +0800 2024,0,了不起的铃兰小姐,f,12
闭嘴吧，生完娃我连追剧的时间都没得,5098489798987925,0,上海,Fri Nov 08 17:29:16 +0800 2024,0,你吃纳豆时喜欢放青椒吗,f,17
现在社会资源太不平衡，富人很富，穷人很穷，社会阶级矛盾越来越深导致的大部分人都不想生，若是每家老板都能像胖东来的老板那样，以员工幸福度为主线，让社会整体都提高幸福度，才能让普通人感觉到这个社会是有希望的，才能放心的孕育后代啊,5097426568086150,1,河北,Tue Nov 05 19:04:21 +0800 2024,0,刘雨寂,f,112
单位的体制，医疗，教育，食品安全都要对应跟得上啊！还有大量的同人文磕男同，女同的，新一代的孩子基本婚姻观，生育观都没了。怎么搞[裂开],5095946480519282,0,广东,Fri Nov 01 17:03:02 +0800 2024,0,星恒天下若尘,m,67
只生一个好，国家来养老[doge],5095891918392538,0,黑龙江,Fri Nov 01 13:26:13 +0800 2024,0,智勇双全狗大佬,m,17
杨笠说过：男人是垃圾。 婚都不想结了，要啥婚育率啊！[doge],5095647532811078,0,四川,Thu Oct 31 21:15:06 +0800 2024,0,凌云归去来兮,m,32
我生了俩，从哪领钱？一万两万不嫌多，一百两百不嫌少，你倒是给呀,5095562434839228,0,河北,Thu Oct 31 15:36:58 +0800 2024,0,你是球球吗323,m,31
然后过20年再计划生育，是吧[微笑],5095320565843729,0,江苏,Wed Oct 30 23:35:52 +0800 2024,0,对小鹿斑比和小熊猫毫无抵抗力,m,18
可快拉倒吧，生个孩子难。养个孩子更难。政策都是说的好听，下面根本就是阳奉阴违，连个响声都没有。,5095312814770584,0,河南,Wed Oct 30 23:05:04 +0800 2024,0,过期的昨天0805,f,47
没有生育经验，不能胜任这份工作[抱抱],5095302027806705,0,江苏,Wed Oct 30 22:22:12 +0800 2024,0,此用户帅气突破天际,m,19
普通百姓好不容易房价接近买得起，住得起，这不又帮他们提上去了。,5095297758007320,0,福建,Wed Oct 30 22:05:14 +0800 2024,0,Jennifer_jerry,f,31
//@荣耀王者-tao:被霸凌又不保护[笑cry],5095277814612051,0,安徽,Wed Oct 30 20:45:58 +0800 2024,0,日出而作日落而息过午申不食,f,25
//@azure97:专家就是不肯睁开眼看看很多人一天12小时都在上班和上下班路上，剩下一点点自己时间还要吃饭清理处理个人事情，就问哪里有时间生孩子带孩子,5095276945082390,0,安徽,Wed Oct 30 20:42:31 +0800 2024,0,日出而作日落而息过午申不食,f,77
[微笑]什么时候被当人看就什么时候生，不然生下来两代人要辛苦一辈子，还要被不知道多少个鸡西副市长搜刮,5095257215337169,0,广东,Wed Oct 30 19:24:07 +0800 2024,0,daikugyuunyuu,m,50
人们只知道经济，而不去谈生育的博弈xing。孩子的容貌体态与智力品德无法预知预置，豪赌撞大运一般，堪称赌孩。人类繁衍遵循个体多样化原则，坏孩差孩是其政治正确，必然有大量坏孩差孩出生。国家有选美在内的筛选机制，而对于家庭，坏孩差孩何解何弃？难道人们自以为是觉得自己孩子必然是人中龙凤？,5095248172419093,0,吉林,Wed Oct 30 18:48:12 +0800 2024,0,后金科尔沁,m,141
这么好的事不得北上广，公务员先来个套餐啊？我是土狗，就不掺和了,5095236022046181,0,四川,Wed Oct 30 17:59:55 +0800 2024,0,秋瑛洙,f,31
我有了 也不敢要了,5095231162682675,0,广西,Wed Oct 30 17:40:37 +0800 2024,0,杨小连15778,f,9
谁推荐多生的，祝他20胞胎，天天帮他祈福，,5095219568050456,0,重庆,Wed Oct 30 16:54:31 +0800 2024,0,百卜bubu,f,21
能不能先管一管私企不给女员工哺乳假的问题,5095211107615256,0,江苏,Wed Oct 30 16:20:55 +0800 2024,0,月亮的回归线86,f,20
虽然我自己不会想二胎，但我很开心别人生，哈哈,5083005880636433,157,北京,Fri Sep 27 00:01:42 +0800 2024,13,百折不饶的山宁,f,22
这笔钱其实从不生的人手上来的[二哈]以后各种单身税，丁克税都会以各种方法出来的[doge],5083006813342572,50,浙江,Fri Sep 27 00:05:25 +0800 2024,37,床边·好危险,f,45
我生了。不会冲着800去生，但给我800还是挺开心的[鼓掌]这次生完发现二胎孕产补助有7000，差不多把我自费部分覆盖了，也挺开心的,5083013787158366,75,浙江,Fri Sep 27 00:33:07 +0800 2024,9,Jessie是一只猫,f,66
800够我家一岁半娃一个月尿布+奶粉，家庭收入2w的我们夫妻听到这个消息都觉得很不错，年底二胎希望早日拿上这笔钱[嘻嘻],5083006880712779,61,辽宁,Fri Sep 27 00:05:41 +0800 2024,8,easytruam,f,60
我老家由县级财政拨款，已经实行2年了，不过是每个月400。对农村人而言，一年4800，也还不错了。,5083005427125503,45,浙江,Thu Sep 26 23:59:54 +0800 2024,8,宁波夜猫z,m,49
会不会只给增量发，不给存量发？,5083109932139808,20,广东,Fri Sep 27 06:55:10 +0800 2024,3,牛人儿的爹,m,15
全国有多少县城都负债累累，公务员工资都要拖到月底最后一天发，发八百的可能性不大。以前独生子女费才五块钱[允悲],5083042744369656,24,河南,Fri Sep 27 02:28:11 +0800 2024,3,芥末末末啊,f,55
应该给一胎的也补贴,5083007998758881,18,广东,Fri Sep 27 00:10:07 +0800 2024,0,朋友你听过珂拉琪吗,m,9
实在话。口惠而实不至，是过去几年最大的问题，鸡贼得很！,5083014786713713,13,上海,Fri Sep 27 00:37:06 +0800 2024,2,资深矿泉水品鉴师,m,27
看到有人说我的养老金也靠这些孩子，对，孩子的补贴也靠这些人交税，人口问题是整个经济发展的根基，给博主最后一段点赞，尊重个人保留善意,5083108282205574,5,北京,Fri Sep 27 06:48:37 +0800 2024,2,知知与和和,m,65
好好生，我的养老金要靠这些孩子的[doge],5083020876843143,17,陕西,Fri Sep 27 01:01:18 +0800 2024,0,上山打大的老虎,m,22
博主，你好！我想问下这个是真的吗？我今天刚生二胎？这个在哪里领？怎么领？,5083018291577122,2,重庆,Fri Sep 27 00:51:00 +0800 2024,3,林中的采花女,f,36
说得中肯，的确是不生的也不吃亏，生了的总比没有补贴强,5083095654728847,5,浙江,Fri Sep 27 05:58:26 +0800 2024,0,沙发垫子很暖和,f,26
我们这挂产科自费！社区建档花了我一千七，上班上到生就为了生的时候定额报销，产假的一点最低工资，怎么想都不想再生了。,5083138713455126,0,江苏,Fri Sep 27 08:49:32 +0800 2024,2,joycett,f,57
[打call]觉得把产检+分娩费用全免+把免费疫苗范围增加,5083033880757352,7,广东,Fri Sep 27 01:52:58 +0800 2024,0,亦恕201912,m,29
大家都不生很多行业要失业了，首先就是各地的妇产科医护，我生大宝的时候，医院人多到住走廊，后面有次去探友，同家医院有一半的病房空着关灯了。其次就是幼儿园，收的学生递减，那么老师何去何从啊,5083156747124839,0,江苏,Fri Sep 27 10:01:11 +0800 2024,2,早睡晚起没问题,f,92
每个月800对普通家庭来说，已经蛮不错了,5083169519048115,4,浙江,Fri Sep 27 10:51:57 +0800 2024,0,喵个咪0280,f,20
想当年生了二胎还被罚巨款[揣手][揣手],5083125501920438,0,北京,Fri Sep 27 07:57:02 +0800 2024,1,管他南北与西东,f,20
少哔哔、每个月800连梦都不敢这么做，先把15年二胎的罚款2万退还,5083120955295965,0,广东,Fri Sep 27 07:38:58 +0800 2024,1,qing_河,m,33
出个班级人数控制的政策吧，这个政策一出，执行到位立马就能看到效果，一边教室孩子人满为患，一边师范毕业生找不到工作，一边是乡村中小学撤校，这魔幻情况都是同时存在的。,5083103301207151,3,广东,Fri Sep 27 06:28:49 +0800 2024,0,云荒燕子,f,81
800 每个月的话，力度也很不小了[doge],5083097761054850,3,江苏,Fri Sep 27 06:06:48 +0800 2024,0,双子塔JOJO,f,23
每到这时我就想起杭州哪个公众号的评论区有个人说自己和妻子月收入一万，三个小孩，感谢政策……,5083007415749929,2,浙江,Fri Sep 27 00:07:48 +0800 2024,0,安柒77,f,45
不生的人肯定还是吃亏啊，国家统共就那么多钱，出了这个钱肯定就得从其他民生福利里扣不是,5083121946987014,0,天津,Fri Sep 27 07:42:55 +0800 2024,1,王小胖的水儿世界,f,42
希望二胎能拿上这个钱，毕竟已经没多少年可以拿了。,5083122463147277,1,上海,Fri Sep 27 07:44:58 +0800 2024,0,南有双嘉鱼,f,24
对已经生了二胎的来说，有比没有好[哈哈],5083106492547205,1,江苏,Fri Sep 27 06:41:29 +0800 2024,0,江上满沥青,f,20
聊胜于无，慢慢的改善,5083075949626091,1,河北,Fri Sep 27 04:40:08 +0800 2024,0,flying_hat,m,10
八百块钱不少了[笑cry],5083026371379900,1,浙江,Fri Sep 27 01:23:08 +0800 2024,0,TX什么时候破产,f,13
每个月给800应该有很多人生的,5083187963233364,1,北京,Fri Sep 27 12:05:14 +0800 2024,0,雪域满天,f,15
说的挺好的。客观,5083213715999189,0,北京,Fri Sep 27 13:47:34 +0800 2024,0,Ulrica乂,f,8
为了我的养老金，希望多生,5083174016647691,0,广东,Fri Sep 27 11:09:49 +0800 2024,0,人生目标是早日退休的黄女士,f,12
从无到有，就是进步。,5083161191253679,0,安徽,Fri Sep 27 10:18:51 +0800 2024,0,潘一先生,m,10
二胎占大头的应该不是一线城市吧，800在中小城市力度真的可以的,5083143655130364,1,陕西,Fri Sep 27 09:09:10 +0800 2024,0,渔师与厨夫,m,31
80-90其实都是愿意生的，但是这一系列生育啊，教育啊，房产政策都晚了，前面这批但凡有点进取心的，基本都已经被教育套牢，房产站岗了，诶,5083162950767528,2,浙江,Fri Sep 27 10:25:51 +0800 2024,0,清闲煮茶客,f,67
好的政策大家一定要不吝赞美，这样上面才有动力继续努力💪！赞博主[给力][给力][给力][good][good][good],5083164976612162,1,内蒙古,Fri Sep 27 10:33:54 +0800 2024,0,好运嘉茹,f,61
每月800不少了，有的地方财政真不一定能拿的出来这么多钱,5083162017007145,1,河北,Fri Sep 27 10:22:08 +0800 2024,0,小小的甜蜜的负担,f,28
好的政策大家一定要不吝赞美[鲜花][鲜花][鲜花],5083147975001710,1,上海,Fri Sep 27 09:26:20 +0800 2024,0,可遇-8可求,m,25
希望明年老二出生就能领上[嘻嘻],5083547427410038,0,广西,Sat Sep 28 11:53:37 +0800 2024,0,一斤两斤三斤,m,16
@我的印象笔记,5083357643280690,0,湖北,Fri Sep 27 23:19:29 +0800 2024,0,六月天0301,f,7
很中肯[good],5083346256267808,0,天津,Fri Sep 27 22:34:14 +0800 2024,0,cyndi安,f,9
